securityId,securityName,symbol,indexId,openPrice,highPrice,lowPrice,totalTradeQuantity,totalTradeValue,lastTradedPrice,percentageChange,lastUpdatedDateTime,lastTradedVolume,previousClose,averageTradedPrice
213,Bottlers Nepal (Terai) Limited,BNT,58,13999.0,13999.0,13999.0,10,139990.0,13999.0,2.0,2024-09-25 11:03:11.050393,10,13725.0,13999.0
9158,Molung Hydropower Company Limited,MHCL,58,357.3,364.0,357.3,30,10853.0,364.0,0.0,2024-09-25 11:03:04.891556,10,364.0,361.77
192,Shikhar Insurance Co. Ltd.,SICL,58,790.0,790.0,790.0,18,14220.0,790.0,-0.11,2024-09-25 11:02:43.898154,18,790.9,790.0
2784,Nadep Laghubittiya bittya Sanstha Ltd.,NADEP,58,1029.0,1029.0,1029.0,10,10290.0,1029.0,1.88,2024-09-25 11:02:37.996136,10,1010.0,1029.0
8066,River Falls Power Limited,RFPL,58,535.0,535.0,535.0,10,5350.0,535.0,1.9,2024-09-25 11:02:04.855254,10,525.0,535.0
2810,UNIVERSAL POWER COMPANY LTD,UPCL,58,245.8,245.8,241.0,500,120596.0,241.0,0.0,2024-09-25 11:01:49.339506,480,241.0,241.19
9218,Trishuli Jal Vidhyut Company Limited ,TVCL,58,441.9,441.9,441.9,10,4419.0,441.9,-1.97,2024-09-25 11:01:31.328438,10,450.8,441.9
8125,NMB Sulav Investment Fund - 2,NSIF2,58,11.54,11.54,11.54,100,1154.0,11.54,1.94,2024-09-25 11:01:20.14629,100,11.32,11.54
2773,Sanima Equity Fund,SAEF,58,10.44,10.44,10.44,100,1044.0,10.44,-1.97,2024-09-25 11:01:20.114857,100,10.65,10.44
2744,Green Development Bank Ltd.,GRDBL,58,635.4,635.4,635.4,10,6354.0,635.4,1.99,2024-09-25 10:46:00.059664,10,623.0,635.4
401,Mahalaxmi Bikas Bank Ltd.,MLBL,58,382.5,382.5,382.5,10,3825.0,382.5,2.0,2024-09-25 10:46:00.034103,10,375.0,382.5
358,Lumbini Bikas Bank Ltd.,LBBL,58,456.9,456.9,456.9,10,4569.0,456.9,1.99,2024-09-25 10:46:00.028755,10,448.0,456.9
2779,NIC Asia Growth Fund,NICGF,58,9.95,9.95,9.95,100,995.0,9.95,-1.97,2024-09-25 10:46:00.009741,100,10.15,9.95
